"id","playlist_name","modifiedat","numfollowers","numtracks","collaborative"
986,"tribe","2015-07-08 20:00:00",1,22,False
987,"Angel","2016-02-24 19:00:00",1,39,False
988,"SEXY","2015-03-01 19:00:00",1,67,False
989,"Summer 2016","2016-07-03 20:00:00",1,24,False
990,"mellow fellow","2017-10-05 20:00:00",1,131,False
991,"HAPPY!!!!","2017-07-12 20:00:00",1,43,False
992,"Gym","2017-09-26 20:00:00",1,36,False
993,"rad","2016-12-24 19:00:00",1,18,False
994,"sting","2016-02-04 19:00:00",2,156,False
995,"liked. ","2017-10-27 20:00:00",1,48,False
996,"español","2017-06-25 20:00:00",1,64,False
997,"RGT","2017-10-11 20:00:00",1,30,False
998,"Hard","2017-10-25 20:00:00",1,103,False
999,"Tripp","2016-03-03 19:00:00",1,18,False
1000,"dinner party","2017-10-05 20:00:00",1,62,False
1001,"SING","2016-07-29 20:00:00",2,48,False
1002,"Yoga","2014-02-27 19:00:00",1,16,False
1003,"NYC","2017-01-11 19:00:00",1,10,False
1004,"ROAD TRIP","2016-06-05 20:00:00",1,85,False
1005,"Loading...","2016-02-13 19:00:00",1,58,False
1006,"Road ","2017-08-28 20:00:00",1,31,False
1007,"Cold","2016-03-27 20:00:00",3,31,False
1008,"C'est la vie","2016-06-19 20:00:00",4,13,False
1009,"Rock favs","2017-09-02 20:00:00",1,116,False
1010,"2017 Chill","2017-10-23 20:00:00",1,28,False
1011,"90s ","2017-04-04 20:00:00",1,40,True
1012,"Jenna","2016-12-06 19:00:00",1,14,False
1013,"Techno","2016-12-30 19:00:00",1,148,False
1014,"punk","2017-10-24 20:00:00",1,65,False
1015,"yeah.","2017-08-31 20:00:00",1,32,False
1016,"new likes","2016-02-17 19:00:00",1,85,False
1017,"Engagement Party","2016-10-17 20:00:00",1,45,False
1018,"cloudy","2016-07-11 20:00:00",1,44,False
1019,"DIRTY ","2016-11-21 19:00:00",1,15,False
1020,"rock","2017-10-13 20:00:00",2,181,False
1021,"DRAKE","2017-10-23 20:00:00",1,191,False
1022,"Runnin","2016-04-13 20:00:00",1,33,False
1023,"The Goods","2017-05-25 20:00:00",3,39,False
1024,"ayyyyy","2017-10-30 20:00:00",1,205,False
1025,"Driving","2017-08-03 20:00:00",3,126,False
1026,"Ballads","2017-10-31 20:00:00",1,33,False
1027,"Party","2017-03-15 20:00:00",1,29,False
1028,"Motown","2014-12-08 19:00:00",7,110,True
1029,"jams","2017-10-14 20:00:00",2,106,False
1030,"Roadtrip ","2017-04-08 20:00:00",1,181,False
1031,"pump up","2017-02-26 19:00:00",3,56,False
1032,"Falling In Love","2017-04-04 20:00:00",6,55,False
1033,"Rock en Español","2016-04-06 20:00:00",1,27,False
1034,"chill out","2017-05-22 20:00:00",1,50,False
1035,"arabic","2017-07-28 20:00:00",3,87,False
1036,"boating","2016-07-01 20:00:00",1,44,False
1037,"blues","2017-09-11 20:00:00",1,80,False
1038,"New","2017-10-07 20:00:00",1,172,False
1039,"Halloween Party","2015-10-31 20:00:00",1,33,False
1040,"favs😍","2017-10-27 20:00:00",2,86,False
1041,"hype","2016-08-08 20:00:00",1,85,False
1042,"In the Feels","2017-10-30 20:00:00",1,70,False
1043,"Pump it up","2017-10-18 20:00:00",1,50,False
1044,"rumbita","2017-10-27 20:00:00",1,117,False
1045,"chill vibes","2017-05-14 20:00:00",1,28,False
1046,"Traphouse","2017-10-20 20:00:00",1,223,False
1047,"it's not a phase mom","2015-04-21 20:00:00",2,215,False
1048,"BACHATA","2017-10-18 20:00:00",1,85,False
1049,"jams","2016-08-27 20:00:00",1,244,False
1050,"EDM","2017-07-14 20:00:00",1,29,False
1051,"Jams","2015-02-02 19:00:00",1,115,False
1052,"thomas","2015-12-28 19:00:00",1,68,False
1053,"Throwback","2017-10-18 20:00:00",1,29,False
1054,"classic jams","2017-06-14 20:00:00",92,189,False
1055,"poker","2016-12-28 19:00:00",1,165,False
1056,"april","2017-04-30 20:00:00",3,34,False
1057,"SUMMER 2017","2017-08-13 20:00:00",2,59,False
1058,"Hot Damn","2016-08-08 20:00:00",1,32,False
1059,"Pregame","2017-04-02 20:00:00",3,131,False
1060,"nova","2014-08-24 20:00:00",1,51,False
1061,"Relaxing Music","2015-02-21 19:00:00",3,230,False
1062,"Personal Favorites","2015-06-09 20:00:00",1,17,False
1063,"Street","2014-05-10 20:00:00",1,46,False
1064,"Funk","2013-12-21 19:00:00",1,56,False
1065,"Upbeat Indie","2014-11-02 19:00:00",5,128,False
1066,"school","2015-09-11 20:00:00",1,16,False
1067,"Sad Songs","2013-04-28 20:00:00",1,20,False
1068,"Coachella","2013-04-18 20:00:00",1,53,False
1069,"daze","2017-10-19 20:00:00",2,62,False
1070,"Alternative Rock","2017-10-27 20:00:00",1,40,False
1071,"00s","2016-06-08 20:00:00",1,157,False
1072,"Wedding Cocktail Hour","2017-04-30 20:00:00",1,84,False
1073,"flume","2017-02-22 19:00:00",1,23,False
1074,"Band Music","2016-12-28 19:00:00",1,17,False
1075,"SONGS THAT I LIKE","2016-01-31 19:00:00",1,68,False
1076,"hannah","2015-08-25 20:00:00",1,23,False
1077,"Car Jams","2016-05-10 20:00:00",1,16,False
1078,"Vibes","2017-03-16 20:00:00",3,33,False
1079,"Celtic","2014-11-14 19:00:00",14,87,False
1080,"nostalgia","2015-02-20 19:00:00",1,42,False
1081,"makeout","2017-03-18 20:00:00",1,41,False
1082,"Fire","2017-10-11 20:00:00",1,62,False
1083,"Music (:","2014-01-21 19:00:00",2,156,False
1084,"Hype","2017-10-15 20:00:00",1,132,False
1085,"get lost","2017-10-20 20:00:00",1,42,False
1086,"Good listening ","2015-05-24 20:00:00",1,83,False
1087,"yeehaw","2017-09-17 20:00:00",1,76,False
1088,"☀️","2017-07-27 20:00:00",1,236,False
1089,"Shuffle","2017-01-07 19:00:00",2,61,False
1090,"new indie","2016-08-25 20:00:00",2,119,False
1091,"2016","2016-12-26 19:00:00",1,225,False
1092,"litty","2017-10-30 20:00:00",1,125,False
1093,"Love songs","2017-10-01 20:00:00",1,42,False
1094,"rainy days","2017-10-27 20:00:00",1,151,False
1095,"On the go","2017-06-05 20:00:00",1,63,False
1096,"Country Mix","2016-11-20 19:00:00",2,101,False
1097,"Werkout","2016-09-22 20:00:00",1,54,False
1098,"summer 15","2015-12-27 19:00:00",1,66,False
1099,"fall","2017-02-04 19:00:00",1,18,False
1100,"Zone","2017-05-30 20:00:00",1,93,False
1101,"Christmas music","2017-05-09 20:00:00",1,5,False
1102,"road mix","2017-07-19 20:00:00",1,215,False
1103,"musically ","2017-06-22 20:00:00",1,123,False
1104,"Flume","2016-05-23 20:00:00",1,9,False
1105,"Academia","2014-09-24 20:00:00",1,100,False
1106,"Driving Home","2014-10-05 20:00:00",1,13,False
1107,"ROCK!!","2014-05-14 20:00:00",2,11,False
1108,"mix","2015-07-31 20:00:00",2,190,False
1109,"Yum","2014-05-09 20:00:00",1,5,False
1110,"Rap/Hip-Hop","2017-10-11 20:00:00",1,184,False
1111,"march 15","2015-03-29 20:00:00",4,38,False
1112,"Love","2017-10-25 20:00:00",1,16,False
1113,"80s","2016-04-11 20:00:00",1,213,False
1114,"Spring 2016","2016-05-31 20:00:00",1,130,False
1115,"WEDDING SONGS","2017-08-17 20:00:00",5,100,False
1116,"Spring 2015","2016-01-03 19:00:00",1,27,False
1117,"Calm","2017-09-17 20:00:00",1,69,False
1118,"kountry","2017-10-07 20:00:00",1,73,False
1119,"better days","2017-01-18 19:00:00",4,50,False
1120,"Work Chill","2017-10-26 20:00:00",1,28,False
1121,"hockey","2017-10-30 20:00:00",9,23,False
1122,"19","2016-08-15 20:00:00",2,45,False
1123,"Winter 2015","2016-01-29 19:00:00",1,12,False
1124,"Weekend Playlist ","2016-11-12 19:00:00",2,230,False
1125,"chill jams","2017-04-02 20:00:00",1,37,False
1126,"Old school","2017-05-31 20:00:00",1,42,False
1127,"CoRrIdOs PeRrOnEs","2016-12-30 19:00:00",1,52,False
1128,"worship","2017-10-25 20:00:00",1,12,False
1129,"Emma","2017-10-21 20:00:00",1,11,False
1130,"pumped up","2017-08-29 20:00:00",1,25,False
1131,"Fall Jams","2016-06-21 20:00:00",1,81,False
1132,"Road Trip","2015-07-19 20:00:00",2,39,False
1133,"new country","2017-08-28 20:00:00",1,72,False
1134,"Party","2015-03-19 20:00:00",1,59,False
1135,"s u m m e r ","2017-05-23 20:00:00",1,69,False
1136,"TURN UP","2017-10-30 20:00:00",1,135,False
1137,"Indie-ish","2017-06-29 20:00:00",2,155,False
1138,"Punk Goes","2013-06-20 20:00:00",1,216,False
1139,"Classic Rock","2017-09-24 20:00:00",1,41,False
1140,"EDM","2017-10-08 20:00:00",1,247,False
1141,"Chillin'","2017-09-19 20:00:00",1,68,False
1142,"BIRTHDAY!","2016-10-26 20:00:00",2,50,False
1143,"Fifth Harmony","2016-06-23 20:00:00",4,51,False
1144,"Roll up","2017-06-11 20:00:00",2,222,False
1145,"Some stuff ","2017-07-24 20:00:00",1,187,False
1146,"High School Musical","2014-10-20 20:00:00",1,37,False
1147,"rock","2015-05-03 20:00:00",1,77,False
1148,"Summer","2017-04-14 20:00:00",1,120,False
1149,"for grace","2017-10-16 20:00:00",2,74,False
1150,"christmas","2014-12-09 19:00:00",2,40,False
1151,"summer","2017-06-06 20:00:00",1,95,False
1152,"Chinese Songs","2017-09-05 20:00:00",2,213,False
1153,"September","2015-01-30 19:00:00",4,80,False
1154,"contemporary","2017-08-15 20:00:00",1,21,False
1155,"Throwbacks","2017-10-20 20:00:00",1,20,False
1156,"Babe","2017-08-18 20:00:00",1,27,False
1157,"Ruby","2016-07-25 20:00:00",1,185,False
1158,"Down South","2017-06-17 20:00:00",3,79,False
1159,"TBT","2015-09-16 20:00:00",1,41,False
1160,"Friendsgiving","2016-02-15 19:00:00",2,37,True
1161,"EDM 2017","2017-10-30 20:00:00",2,119,False
1162,"Gaff","2017-08-24 20:00:00",1,73,False
1163,"Instrumental","2017-04-17 20:00:00",1,93,False
1164,"church","2017-02-22 19:00:00",2,73,False
1165,"jan '17","2017-07-16 20:00:00",1148,9,False
1166,"Happy","2015-01-26 19:00:00",1,31,False
1167,"jams 2.0","2017-10-17 20:00:00",1,28,False
1168,"Sean","2017-10-11 20:00:00",1,102,False
1169,"Catchy Songs ","2015-02-22 19:00:00",1,12,False
1170,"Electronic","2013-11-16 19:00:00",1,27,False
1171,"Top songs","2016-02-20 19:00:00",1,68,False
1172,"Oldie but Goodie","2017-02-19 19:00:00",1,50,False
1173,"Pop latino","2016-09-03 20:00:00",1,116,False
1174,"p1","2016-03-06 19:00:00",1,24,False
1175,"Monday","2017-10-23 20:00:00",1,13,False
1176,"WUB","2017-07-08 20:00:00",1,93,False
1177,"November '16","2016-12-06 19:00:00",1,34,False
1178,"🔥🔥🔥","2017-03-29 20:00:00",1,10,False
1179,"for mom","2017-08-04 20:00:00",1,40,False
1180,"Energy","2015-10-11 20:00:00",1,72,False
1181,"Daniel","2017-10-05 20:00:00",1,75,False
1182,"Calm","2017-10-21 20:00:00",1,45,False
1183,"a1","2017-02-01 19:00:00",1,37,False
1184,"may","2017-07-30 20:00:00",1,62,False
1185,"Eminem","2017-01-03 19:00:00",7,195,False
1186,"❤️","2017-06-02 20:00:00",1,19,False
1187,"Jewish music","2016-10-01 20:00:00",1,18,False
1188,"Road Trip!","2014-08-21 20:00:00",1,224,True
1189,"Country ❤️","2016-04-09 20:00:00",1,144,False
1190,"ADVENTURE","2015-05-21 20:00:00",2,30,False
1191,"spring 2016","2016-06-16 20:00:00",1,11,False
1192,"i dunno ","2017-10-08 20:00:00",1,202,False
1193,"Corridos","2015-10-04 20:00:00",1,169,False
1194," Punk Goes..","2015-06-25 20:00:00",1,60,False
1195,"sunday","2017-07-18 20:00:00",1,21,False
1196,"summer 17","2017-09-16 20:00:00",1,64,False
1197,"july","2017-07-21 20:00:00",1,19,False
1198,"Old School","2017-10-28 20:00:00",1,229,False
1199,"Worship","2017-09-24 20:00:00",1,144,False
1200,"Acoustic Covers","2015-10-01 20:00:00",1,34,False
1201,"Spring 2017","2017-07-14 20:00:00",1,104,False
1202,"Good","2016-03-16 20:00:00",1,109,False
1203,"August 2015","2015-08-20 20:00:00",1,18,False
1204,"Things","2017-08-11 20:00:00",1,38,False
1205,"Fave","2015-04-21 20:00:00",1,24,False
1206,"That Playlist","2017-02-28 19:00:00",1,34,False
1207,"kygo","2015-07-21 20:00:00",1,11,False
1208,"Throwbacks","2017-08-20 20:00:00",1,177,False
1209,"the boys","2017-10-17 20:00:00",2,45,False
1210,"TBT","2016-01-08 19:00:00",2,25,False
1211,"Easy listening","2017-10-30 20:00:00",1,119,False
1212,"Breaking Bad","2016-03-07 19:00:00",2,31,False
1213,"Indie Rock","2017-10-24 20:00:00",1,92,False
1214,"London","2016-02-24 19:00:00",2,28,True
1215,"CUMBIAS","2016-01-10 19:00:00",1,26,False
1216,"Electric","2017-10-24 20:00:00",1,53,False
1217,"Strictly Bangers","2017-10-23 20:00:00",2,114,False
1218,"just chill","2017-04-29 20:00:00",1,22,False
1219,"November","2016-10-25 20:00:00",1,15,False
1220,"best playlist ever","2016-11-13 19:00:00",2,37,False
1221,"Wedding","2016-10-17 20:00:00",1,121,False
1222,"Running","2015-03-07 19:00:00",1,17,False
1223,"Spring 2016","2016-06-26 20:00:00",2,19,False
1224,"plane","2015-05-22 20:00:00",1,15,False
1225,"DOWN","2017-02-14 19:00:00",1,51,False
1226,"new new ","2017-08-12 20:00:00",1,59,False
1227,"Winter Mix","2017-02-27 19:00:00",1,45,False
1228,"Beatz","2017-10-27 20:00:00",2,139,False
1229,"Rap Music","2017-09-22 20:00:00",1,10,False
1230,"fire","2017-10-11 20:00:00",1,41,False
1231,"oh","2017-10-25 20:00:00",2,29,False
1232,"YELAWOLF","2015-03-26 20:00:00",1,12,False
1233,"Tunage","2015-12-11 19:00:00",1,109,False
1234,"Swerve","2016-01-25 19:00:00",1,70,False
1235,"throw back","2017-09-18 20:00:00",2,39,False
1236,"Mix","2017-10-31 20:00:00",1,91,False
1237,"OTF","2017-10-22 20:00:00",1,43,False
1238,"Kick Ass","2017-04-17 20:00:00",3,81,False
1239,"Ratchet","2016-02-22 19:00:00",1,92,True
1240,"Worship playlist ","2017-10-13 20:00:00",10,77,False
1241,"christmas","2016-12-21 19:00:00",1,40,False
1242,"Indie","2014-02-16 19:00:00",1,76,False
1243,"Chillin","2013-10-24 20:00:00",1,31,False
1244,"summer","2017-10-24 20:00:00",1,77,False
1245,"sleep ","2017-04-05 20:00:00",1,16,False
1246,"The good stuff","2017-10-22 20:00:00",2,16,False
1247,"Beauty and the Beast","2017-04-10 20:00:00",1,10,False
1248,"Leslie","2017-06-06 20:00:00",1,13,False
1249,"planes","2017-06-04 20:00:00",2,24,False
1250,"Soft rock","2017-10-13 20:00:00",1,70,False
1251,"Mi Musica","2015-03-28 20:00:00",1,50,False
1252,"eddy","2015-12-07 19:00:00",1,63,False
1253,"hip hop mix","2015-12-25 19:00:00",1,29,False
1254,"Praise","2017-02-18 19:00:00",1,34,False
1255,"omg","2016-11-03 20:00:00",1,201,False
1256,"movie soundtracks","2013-12-27 19:00:00",1,23,False
1257,"Vocal Jazz","2016-10-26 20:00:00",1,112,False
1258,"Sexlist","2015-06-28 20:00:00",1,40,False
1259,"Cumbias ","2017-09-19 20:00:00",1,50,False
1260,"MINE!","2016-02-18 19:00:00",1,12,False
1261,"¯\_(ツ)_/¯","2017-02-03 19:00:00",1,57,False
1262,"Cool","2014-10-23 20:00:00",1,29,False
1263,"dance","2016-01-20 19:00:00",1,86,False
1264,"summer 2013","2013-10-11 20:00:00",1,100,False
1265,"nuevas","2016-05-27 20:00:00",2,86,False
1266,"80s","2017-09-09 20:00:00",1,102,False
1267,"Mood","2017-02-13 19:00:00",3,63,False
1268,"summer mix","2015-04-09 20:00:00",1,17,False
1269,"Stream Playlist","2016-10-30 20:00:00",1,151,False
1270,"broadway","2016-07-23 20:00:00",1,31,False
1271,"Punk Rock ","2017-09-29 20:00:00",1,18,False
1272,"August 2015","2015-11-04 19:00:00",1,41,False
1273,"Sina","2016-09-29 20:00:00",3,124,False
1274,"80s pop","2016-09-27 20:00:00",1,31,False
1275,"good vibes","2017-02-20 19:00:00",2,99,False
1276,"For My Love","2013-08-06 20:00:00",1,24,False
1277,"royal","2017-08-24 20:00:00",2,128,True
1278,"Roadtrip Playlist","2013-10-02 20:00:00",115,13,False
1279,"my love songs","2016-05-31 20:00:00",2,55,False
1280,"January!","2016-01-13 19:00:00",3,8,False
1281,"HOLIDAY","2016-12-19 19:00:00",1,32,False
1282,"slim","2017-08-15 20:00:00",1,15,False
1283,"littttt","2017-07-23 20:00:00",1,76,False
1284,"EDM","2017-10-23 20:00:00",1,75,False
1285,"Maya","2015-05-18 20:00:00",1,27,True
1286,"fifteen","2015-03-25 20:00:00",2,15,False
1287,"Party Songs","2017-10-29 20:00:00",1,39,True
1288,"throwback jams","2017-02-18 19:00:00",1,34,False
1289,"Sweet Dreams","2017-04-25 20:00:00",1,39,False
1290,"Spring 2016","2016-07-25 20:00:00",1,46,False
1291,"haha","2016-06-03 20:00:00",1,17,False
1292,"Harry Potter","2013-08-27 20:00:00",38,181,False
1293,"trees","2015-07-30 20:00:00",1,94,False
1294,"vibes","2017-10-11 20:00:00",1,33,False
1295,"random","2017-01-18 19:00:00",1,30,False
1296,"blues","2016-01-07 19:00:00",1,52,False
1297,"Dance","2017-04-01 20:00:00",1,111,False
1298,"playlist","2017-05-15 20:00:00",1,153,False
1299,"goodies","2017-10-09 20:00:00",1,62,False
1300,"ACL 2015","2015-10-05 20:00:00",1,175,False
1301,"Oldies Mix","2016-07-03 20:00:00",1,138,False
1302,"Soul","2016-06-26 20:00:00",1,23,False
1303,"Snoop","2017-09-01 20:00:00",1,13,False
1304,"core","2014-10-09 20:00:00",1,35,False
1305,"Wedding ","2015-12-15 19:00:00",1,22,False
1306,"New Years Eve","2013-12-30 19:00:00",1,107,True
1307,"Bachelor party","2013-08-23 20:00:00",3,81,True
1308,"Memes","2017-10-31 20:00:00",1,86,False
1309,"☹️","2017-05-19 20:00:00",1,20,False
1310,"Cocktail Hour","2015-08-01 20:00:00",1,21,False
1311,"good vibes","2017-03-19 20:00:00",1,17,False
1312,"Rock","2017-10-17 20:00:00",1,53,False
1313,"OLDIES!!","2017-09-21 20:00:00",1,90,False
1314,"high","2017-08-08 20:00:00",2,22,False
1315,"Random songs","2016-12-09 19:00:00",2,123,False
1316,"rewind","2016-12-07 19:00:00",2,6,False
1317,"Bangbang","2017-03-07 19:00:00",1,205,False
1318,"Edgy","2017-06-09 20:00:00",1,97,False
1319,"good stuff","2014-04-28 20:00:00",2,131,False
1320,"Dancing in the Kitchen","2017-10-27 20:00:00",1,46,False
1321,"Up","2015-08-31 20:00:00",1,44,False
1322,"Everyday","2017-06-09 20:00:00",1,53,False
1323,"RAGE","2017-04-11 20:00:00",1,28,False
1324,"27","2017-10-15 20:00:00",1,13,False
1325,"fall","2017-10-24 20:00:00",2,114,False
1326,"True Detective","2014-06-27 20:00:00",1,72,False
1327,"mixtape","2017-09-10 20:00:00",2,58,False
1328,"ROCKER","2014-07-09 20:00:00",2,39,False
1329,"happy","2017-02-19 19:00:00",7,12,False
1330,"memorial day","2015-05-23 20:00:00",1,40,False
1331,"#best","2017-02-24 19:00:00",1,20,False
1332,"work flow","2017-04-06 20:00:00",1,71,False
1333,"DMT","2016-10-17 20:00:00",2,179,False
1334,"run","2017-08-06 20:00:00",1,23,False
1335,"gym ","2017-02-26 19:00:00",1,15,False
1336,"Easy","2017-10-10 20:00:00",3,139,False
1337,"summer 16'","2016-09-10 20:00:00",3,65,False
1338,"Wop.","2017-09-25 20:00:00",1,10,False
1339,"Classic country ","2017-07-23 20:00:00",1,51,False
1340,"Michael Buble","2014-08-06 20:00:00",1,92,False
1341,"fun","2017-08-22 20:00:00",2,95,False
1342,"K-Pop","2017-07-24 20:00:00",1,28,False
1343,"running","2017-10-08 20:00:00",1,25,False
1344,"New Jams","2016-11-16 19:00:00",1,24,False
1345,"my songs ","2017-03-31 20:00:00",1,142,False
1346,"Hype","2015-12-24 19:00:00",1,25,False
1347,"Disney","2013-01-06 19:00:00",1,38,False
1348,"Weird","2017-10-12 20:00:00",1,135,False
1349,"ROADTRIP!!!","2017-09-25 20:00:00",1,43,False
1350,"Aye","2017-10-28 20:00:00",1,120,False
1351,"Inspiration","2017-10-13 20:00:00",1,27,False
1352,"90's","2017-10-23 20:00:00",1,151,False
1353,"Show Me Love ","2017-08-05 20:00:00",1,38,False
1354,"Soul Food","2017-10-16 20:00:00",1,134,False
1355,"New Sounds","2017-10-30 20:00:00",1,159,False
1356,"indian summer","2016-02-18 19:00:00",1,62,False
1357,"california ","2017-10-10 20:00:00",1,135,False
1358,"Random","2014-09-11 20:00:00",1,147,False
1359,"Oldies But Goldies","2017-07-26 20:00:00",1,55,False
1360,"awesome ","2017-02-10 19:00:00",1,72,False
1361,"sunday mornings","2015-12-29 19:00:00",1,29,False
1362,"all songs","2017-07-01 20:00:00",1,214,False
1363,"March 2016","2016-04-22 20:00:00",1,29,False
1364,"2013","2014-07-01 20:00:00",1,73,False
1365,"Rehearsal Dinner","2014-05-07 20:00:00",1,61,False
1366,"Smooth","2016-01-04 19:00:00",1,27,False
1367,"kpop","2016-12-08 19:00:00",1,41,False
1368,"Prog","2016-10-27 20:00:00",2,24,False
1369,"playlist","2017-10-01 20:00:00",1,51,False
1370,"Fall 2016","2016-11-30 19:00:00",1,54,False
1371,"SPANGLISH","2017-10-10 20:00:00",2,52,False
1372,"Travis Scott","2017-06-09 20:00:00",1,23,False
1373,"party","2016-06-11 20:00:00",1,161,False
1374,"ABC","2017-01-30 19:00:00",1,23,False
1375,"europe","2017-08-21 20:00:00",1,86,False
1376,"love","2017-10-25 20:00:00",2,33,False
1377,"happy","2016-12-03 19:00:00",1,159,False
1378,"Tay","2017-10-16 20:00:00",1,37,False
1379,"Running","2016-08-07 20:00:00",1,98,False
1380,"summatime","2017-08-31 20:00:00",8,162,False
1381,"Sleep","2017-09-20 20:00:00",1,10,False
1382,"Running","2017-10-16 20:00:00",1,14,False
1383,"2013","2013-10-21 20:00:00",1,105,False
1384,"Summer","2015-09-22 20:00:00",2,37,False
1385,"Relax ","2017-08-28 20:00:00",1,25,False
1386,"legit","2016-11-09 19:00:00",1,12,False
1387,"who run the world","2017-10-27 20:00:00",1,45,False
1388,"Throw it back","2017-02-08 19:00:00",3,177,False
1389,"Sad songs","2017-09-22 20:00:00",3,127,False
1390,"King","2017-03-27 20:00:00",1,10,False
1391,"Chillz","2017-08-18 20:00:00",1,16,False
1392,"ROCK","2017-09-29 20:00:00",1,116,False
1393,"2013","2014-02-03 19:00:00",1,14,False
1394,"Blues","2015-06-25 20:00:00",1,26,False
1395,"Everything Good","2016-01-30 19:00:00",1,69,False
1396,"Worship","2017-10-01 20:00:00",1,141,False
1397,"Tour","2016-09-16 20:00:00",2,69,False
1398,"spanish ","2017-01-31 19:00:00",2,114,False
1399,"classics","2017-09-22 20:00:00",2,106,False
1400,"Classic Jams","2017-05-27 20:00:00",2,199,False
1401,"Ukulele","2015-06-08 20:00:00",1,13,False
1402,"summer 16","2017-01-21 19:00:00",2,36,False
1403,"The Who","2013-05-18 20:00:00",1,99,False
1404,"korean","2016-10-10 20:00:00",1,39,False
1405,"cover me","2017-09-14 20:00:00",2,170,False
1406,"eli","2017-05-24 20:00:00",1,14,False
1407,"Reception","2017-06-02 20:00:00",1,21,False
1408,"House party","2014-08-23 20:00:00",1,6,False
1409,"Old music","2017-02-08 19:00:00",1,80,False
1410,"crying in the club","2017-10-24 20:00:00",1,33,False
1411,"JAMMIN'","2016-08-27 20:00:00",1,37,False
1412,"Espanish ","2017-10-11 20:00:00",1,80,False
1413,"bailando","2016-12-02 19:00:00",1,29,False
1414,"Friday","2017-09-28 20:00:00",1,12,False
1415,"gym","2017-10-19 20:00:00",1,43,False
1416,"LOS","2017-10-06 20:00:00",2,53,False
1417,"ayy","2016-08-19 20:00:00",2,40,False
1418,"Rock","2017-03-29 20:00:00",1,40,False
1419,"bus","2016-03-03 19:00:00",1,23,False
1420,"chill out","2017-10-21 20:00:00",1,25,False
1421,"D R I V E","2017-07-19 20:00:00",1,14,False
1422,"pop","2017-07-29 20:00:00",1,43,False
1423,"Slow","2017-10-17 20:00:00",1,33,False
1424,"electronic","2017-01-30 19:00:00",1,47,False
1425,"60s","2016-01-28 19:00:00",1,47,True
1426,"Trap Nation","2016-07-05 20:00:00",28,177,False
1427,"Pump Up Jams ","2017-10-13 20:00:00",1858,126,False
1428,"Turnt","2015-09-09 20:00:00",1,194,False
1429,"dance dance","2017-10-11 20:00:00",3,76,False
1430,"2015","2017-04-18 20:00:00",2,145,False
1431,"Our Songs.","2015-09-17 20:00:00",1,56,False
1432,"Thank you","2017-03-21 20:00:00",1,20,False
1433,"Best rock ","2017-10-24 20:00:00",1,77,False
1434,"throw back","2017-03-14 20:00:00",2,27,False
1435,"90s Rock","2014-09-01 20:00:00",3,97,False
1436,"❤️","2017-09-10 20:00:00",1,19,False
1437,"old skool","2017-10-16 20:00:00",1,31,False
1438,"Autumn","2015-08-22 20:00:00",2,229,False
1439,"new","2017-10-27 20:00:00",1,7,False
1440,"snow","2015-04-06 20:00:00",1,65,False
1441,"Soft","2017-08-10 20:00:00",1,77,False
1442,"Car","2017-07-05 20:00:00",1,175,False
1443,"Jammin","2017-05-01 20:00:00",1,38,False
1444,"October","2017-10-04 20:00:00",1,17,False
1445,"New things","2017-10-30 20:00:00",1,24,False
1446,"easy does it","2017-05-19 20:00:00",1,124,False
1447,"BURN","2016-05-29 20:00:00",3,52,False
1448,"Energetic","2017-10-30 20:00:00",1,33,False
1449,"Play it Forward","2015-12-12 19:00:00",1,30,False
1450,"turnup","2017-10-26 20:00:00",1,65,False
1451,"Road trip","2017-09-14 20:00:00",1,21,False
1452,"Pool","2016-11-18 19:00:00",2,58,False
1453,"Us","2016-10-17 20:00:00",1,35,False
1454,"Rock","2015-08-29 20:00:00",2,22,False
1455,"funky","2017-09-07 20:00:00",1,31,False
1456,"Driving Music","2017-09-26 20:00:00",1,73,True
1457,"Jesus music","2016-06-28 20:00:00",1,30,False
1458,"CHRISTMAS","2016-11-28 19:00:00",1,54,False
1459,"Can't Feel My Face","2015-09-09 20:00:00",1,20,False
1460,"Glorious","2017-10-28 20:00:00",1,96,False
1461,"Battlefield","2015-03-01 19:00:00",1,23,False
1462,"rewind","2017-07-05 20:00:00",2,39,False
1463,"Dub","2017-10-28 20:00:00",1,41,False
1464,"Whip","2016-06-01 20:00:00",1,123,False
1465,"Pre Ceremony","2017-09-22 20:00:00",1,12,False
1466,"Groovy","2017-07-26 20:00:00",1,83,False
1467,"July '15","2015-07-27 20:00:00",1,51,False
1468,"New Music","2017-10-08 20:00:00",2,32,False
1469,"FUNK","2016-12-13 19:00:00",1,65,False
1470,"Fall 2017","2017-10-30 20:00:00",1,118,False
1471,"country party","2017-09-01 20:00:00",1,51,False
1472,"Heavy Rotation","2016-07-31 20:00:00",1,86,False
1473,"Worship","2016-04-12 20:00:00",1,28,False
1474,"s2","2016-10-21 20:00:00",1,13,False
1475,"Remixed","2016-03-27 20:00:00",1,9,False
1476,"Rainy day","2014-04-24 20:00:00",1,18,False
1477,"Moonlight","2017-10-18 20:00:00",1,26,False
1478,"Classic Rock","2016-03-21 20:00:00",1,40,False
1479,"2015 Top Tracks","2015-12-06 19:00:00",1,100,False
1480,"Pump Up ","2017-08-13 20:00:00",1,39,False
1481,"Mainstream","2017-01-09 19:00:00",2,150,False
1482,"car ride","2017-10-09 20:00:00",1,63,False
